source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
laptopaz,"laptop dell xps 9510 (core i7-11800h, 16gb, 512gb, vga nvidia rtx 3050ti, 15.6 inch fhd+ ips)",laptop dell xps 9510,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,51890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"laptop dell xps 15 9520 (core i5-12500h, 16gb, 256gb, uhd graphics, 15.6"" fhd+)",laptop dell xps 15 9520,intel core i5-12500h,n/a,16,ddr5,256,ssd,no,15.6,1920x1200,60,n/a,86,86whr,1.92,windows,12,38890000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell xps 15 9520 (core i7-12700h, 16gb, 512gb, rtx 3050, 15.6"" fhd+)",dell xps 15 9520,intel core i7-12700h,geforce rtx 3050,16,ddr5,512,ssd,no,15.6,1920x1200,60,n/a,86,86whr,1.92,windows,12,36990000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell xps 15 9520 (core i9-12900hk, 32gb, 1tb, rtx 3050ti, 15.6"" oled 3.5k touch)",dell xps 15 9520,intel core i7-12700h,geforce rtx 3050 ti,32,ddr5,1024,ssd,no,15.6,3456x2160,60,n/a,86,86whr,1.92,windows,n/a,65490000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell xps 15 9520 (core i9-12900hk, 32gb, 1tb, rtx 3050ti, 15.6"" fhd+)",dell xps 15 9520,intel core i7-12700h,geforce rtx 3050 ti,32,ddr5,1024,ssd,no,15.6,1920x1200,60,n/a,86,86whr,1.92,windows,12,61490000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell xps 15 9520 (core i7-12700h, 32gb, 512gb, rtx 3050, 15.6"" oled 3.5k touch)",dell xps 15 9520,intel core i7-12700h,geforce rtx 3050,32,ddr5,512,ssd,no,15.6,3456x2160,60,n/a,86,86whr,1.92,windows,n/a,60490000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell vostro 3405 (ryzen 5 3500u, 8gb, 256gb, amd radeon graphics, 14"" fhd)",dell vostro 3405,n/a,n/a,8,ddr4,256,ssd,no,14,1920x1080,n/a,n/a,45,3,1.6,windows,12,15890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell inspiron 5405 (ryzen 5 4500u, 16gb, 512gb, amd vega 6, 14"" fhd)",dell inspiron 5405,amd r5 - 4500u,n/a,16,ddr4,512,ssd,no,14,1920x1080,60,n/a,40,40wh,1.4,windows,n/a,14290000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"hp pavilion 15-eg2035tx 6k781pa (core i5-1235u, 8gb, 512gb, geforce mx550, 15.6 fhd ips)",hp pavilion 15-eg2035tx 6k781pa,intel core i5-1235u,geforce mx550,8,ddr4,512,ssd,no,n/a,1920x1080,n/a,n/a,3 cells,3,1.75,windows,n/a,19790000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"hp pavilion 14-dv2033tu 6k769pa (core i5-1235u, 8gb, 512gb, intel iris xe graphics, 14"" fhd ips)",hp pavilion 14-dv2033tu 6k769pa,intel core i5-1235u,n/a,8,ddr4,512,ssd,no,14,1920x1080,n/a,250,43,3,1.4,windows,12,16390000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
